track_id,y_true,oof_gfp,oof_bf,oof_concat
3349,0,0.2930823349190776,0.5783695267217411,0.2401324379361437
3365,1,0.43081293941382603,0.2712450860117,0.6141118100662883
3370,0,0.8018771449306005,0.5341097850758367,0.8890916139155649
3375,0,0.5983240418377112,0.6013724757157463,0.7295347599768938
3386,0,0.3530357019510029,0.5471324119303296,0.5245493783242235
3388,1,0.8777203421459959,0.16828100598156676,0.7444864976100576
3457,1,0.27588697586765737,0.5883000461946293,0.21202036256384693
3488,0,0.17048299653823,0.01866654017629765,0.010613861624336784
3497,0,0.49737151326963386,0.11016795027402372,0.09567314426370223
3612,1,0.7633655355452557,0.2608411893310874,0.5909856629260541
3642,1,0.5520832783525058,0.7923031758397198,0.6312377538590903
3671,0,0.9607752261281283,0.6635121531664028,0.9924405301452898
3690,0,0.5288089714914427,0.36066430904251845,0.1561019749026164
3727,0,0.5157695341956658,0.2853828731144645,0.43214283333209036
3751,0,0.4356729746415521,0.6981478155224081,0.5151574896358201
3763,0,0.8098749448165147,0.3493979198643179,0.531871553652967
3770,0,0.5629525180904408,0.7585466412762171,0.7425703498458991
3814,0,0.3142590768405774,0.7049037656084279,0.4972578014315116
3823,0,0.47811801467479426,0.04689959233142861,0.07571605990452317
3845,0,0.5107291973267543,0.7624912710627021,0.5889495651215771
3847,0,0.3747379740202865,0.1645540092942653,0.20320046325198157
3859,1,0.9185060145008204,0.5758369607954205,0.9374283204847755
3865,1,0.4770167699933186,0.7811404175635078,0.5620585489801584
3996,0,0.19359801981130975,0.8291757914351097,0.22552569160358804
3997,1,0.5380855278869605,0.9004870278986775,0.9197805263636847
4008,1,0.9496964741248809,0.6577463743299204,0.8976151061918018
4029,1,0.42617510881005705,0.21491982475416707,0.06520018968269747
4054,0,0.599635649542713,0.06817998142854707,0.2671584193119326
