dataset,model_type,features,y_true,oof_prob
A2,GLM,BF (top-20),1,0.436401
A2,GLM,BF (top-20),0,0.341513
A2,GLM,BF (top-20),0,0.100492
A2,GLM,BF (top-20),0,0.600902
A2,GLM,BF (top-20),0,0.052454
A2,GLM,BF (top-20),0,0.044233
A2,GLM,BF (top-20),1,0.553289
A2,GLM,BF (top-20),0,0.191429
A2,GLM,BF (top-20),0,0.242126
A2,GLM,BF (top-20),0,0.266502
A2,GLM,BF (top-20),0,0.733131
A2,GLM,BF (top-20),0,0.038651
A2,GLM,BF (top-20),0,0.045768
A2,GLM,BF (top-20),1,0.661218
A2,GLM,BF (top-20),0,0.027178
A2,GLM,BF (top-20),1,0.62618
A2,GLM,BF (top-20),0,0.26959
A2,GLM,BF (top-20),1,0.080305
A2,GLM,BF (top-20),0,0.401091
A2,GLM,BF (top-20),0,0.125106
A2,GLM,BF (top-20),0,0.167933
A2,GLM,BF (top-20),0,0.105683
A2,GLM,BF (top-20),1,0.268524
A2,GLM,BF (top-20),0,0.180704
A2,GLM,BF (top-20),0,0.270894
A2,GLM,BF (top-20),0,0.413726
A2,GLM,BF (top-20),0,0.279644
A2,GLM,BF (top-20),1,0.386053
A2,GLM,BF (top-20),0,0.411253
A2,GLM,BF (top-20),0,0.256016
A2,GLM,BF (top-20),0,0.03879
A2,GLM,BF (top-20),0,0.350617
A2,GLM,BF (top-20),0,0.34069
A2,GLM,BF (top-20),0,0.365294
A2,GLM,BF (top-20),0,0.262357
A2,GLM,BF (top-20),0,0.735986
A2,GLM,BF (top-20),0,0.385547
A2,GLM,BF (top-20),0,0.425364
A2,GLM,BF (top-20),0,0.406546
A2,GLM,BF (top-20),0,0.917991
A2,GLM,BF (top-20),0,0.345628
A2,GLM,BF (top-20),0,0.041091
A2,GLM,BF (top-20),0,0.736399
A2,GLM,BF (top-20),0,0.604358
A2,GLM,BF (top-20),0,0.378112
A2,GLM,BF (top-20),0,0.74684
A2,GLM,BF (top-20),0,0.344827
A2,GLM,BF (top-20),1,0.670119
A2,GLM,BF (top-20),0,0.316082
A2,GLM,BF (top-20),1,0.629891
A2,GLM,BF (top-20),0,0.135918
A2,GLM,BF (top-20),0,0.296992
A2,GLM,BF (top-20),0,0.908168
A2,GLM,BF (top-20),0,0.1858
A2,GLM,BF (top-20),0,0.298588
A2,GLM,BF (top-20),0,0.693518
A2,GLM,BF (top-20),0,0.330511
A2,GLM,BF (top-20),0,0.09427
A2,GLM,BF (top-20),0,0.547388
A2,GLM,BF (top-20),0,0.818435
A2,GLM,BF (top-20),0,0.170262
A2,GLM,BF (top-20),0,0.627173
A2,GLM,BF (top-20),0,0.327491
A2,GLM,BF (top-20),0,0.758331
A2,GLM,BF (top-20),0,0.684457
A2,GLM,BF (top-20),0,0.196879
A2,GLM,BF (top-20),0,0.324709
A2,GLM,BF (top-20),0,0.582148
A2,GLM,BF (top-20),1,0.719858
A2,GLM,BF (top-20),0,0.184135
A2,GLM,BF (top-20),1,0.413353
A2,GLM,BF (top-20),1,0.156657
A2,GLM,BF (top-20),1,0.917234
A2,GLM,BF (top-20),0,0.184395
A2,GLM,BF (top-20),0,0.164194
A2,GLM,BF (top-20),1,0.865863
A2,GLM,BF (top-20),1,0.986106
A2,GLM,BF (top-20),1,0.431311
A2,GLM,BF (top-20),1,0.806142
A2,GLM,BF (top-20),1,0.955393
A2,GLM,BF (top-20),0,0.691537
A2,GLM,BF (top-20),1,0.332217
A2,GLM,BF (top-20),0,0.579467
A2,GLM,BF (top-20),0,0.553502
A2,GLM,BF (top-20),0,0.106806
A2,GLM,BF (top-20),1,0.342655
A2,GLM,BF (top-20),1,0.472125
A2,GLM,BF (top-20),0,0.122486
A2,GLM,BF (top-20),0,0.136229
A2,GLM,BF (top-20),1,0.145493
A2,GLM,BF (top-20),1,0.490326
A2,GLM,BF (top-20),0,0.791348
A2,GLM,BF (top-20),0,0.266315
A2,GLM,BF (top-20),0,0.617486
A2,GLM,BF (top-20),0,0.291179
A2,GLM,BF (top-20),0,0.183775
A2,GLM,BF (top-20),0,0.661498
A2,GLM,BF (top-20),0,0.631073
A2,GLM,BF (top-20),0,0.044827
A2,GLM,BF (top-20),0,0.617518
A2,GLM,BF (top-20),0,0.424089
A2,GLM,BF (top-20),1,0.57194
A2,GLM,BF (top-20),1,0.79902
A2,GLM,BF (top-20),0,0.517633
A2,GLM,BF (top-20),1,0.550408
A2,GLM,BF (top-20),1,0.299779
A2,GLM,BF (top-20),1,0.50259
A2,GLM,BF (top-20),0,0.018867
A2,GLM,BF (top-20),1,0.239251
A2,GLM,BF (top-20),0,0.900986
A2,GLM,BF (top-20),1,0.310945
A2,GLM,BF (top-20),1,0.679737
A2,GLM,BF (top-20),0,0.592333
A2,GLM,BF (top-20),0,0.113109
A2,GLM,BF (top-20),0,0.810514
A2,GLM,BF (top-20),0,0.54759
A2,GLM,BF (top-20),1,0.724059
A2,GLM,BF (top-20),1,0.823244
A2,GLM,BF (top-20),0,0.735664
A2,GLM,BF (top-20),0,0.253008
A2,GLM,BF (top-20),0,0.021781
A2,GLM,BF (top-20),1,0.464968
A2,GLM,BF (top-20),1,0.566002
A2,GLM,BF (top-20),1,0.945483
A2,GLM,BF (top-20),1,0.96028
A2,GLM,BF (top-20),0,0.06861
A2,GLM,BF (top-20),1,0.06091
A2,GLM,BF (top-20),0,0.544527
A2,GLM,BF (top-20),0,0.041882
A2,GLM,BF (top-20),1,0.912298
A2,GLM,BF (top-20),0,0.609131
A2,GLM,BF (top-20),0,0.475033
A2,GLM,BF (top-20),0,0.734311
A2,GLM,BF (top-20),0,0.462768
A2,GLM,BF (top-20),0,0.735524
A2,GLM,BF (top-20),0,0.397137
A2,GLM,BF (top-20),0,0.308779
A2,GLM,BF (top-20),0,0.060046
A2,GLM,BF (top-20),1,0.341618
A2,GLM,BF (top-20),1,0.792432
A2,GLM,BF (top-20),0,0.438089
A2,GLM,BF (top-20),1,0.555718
A2,GLM,GFP+BF (top-40),1,0.129046
A2,GLM,GFP+BF (top-40),0,0.076849
A2,GLM,GFP+BF (top-40),0,0.011159
A2,GLM,GFP+BF (top-40),1,0.698726
A2,GLM,GFP+BF (top-40),0,0.233745
A2,GLM,GFP+BF (top-40),0,0.460699
A2,GLM,GFP+BF (top-40),0,0.41864
A2,GLM,GFP+BF (top-40),0,0.141904
A2,GLM,GFP+BF (top-40),1,0.399498
A2,GLM,GFP+BF (top-40),0,0.882435
A2,GLM,GFP+BF (top-40),0,0.042102
A2,GLM,GFP+BF (top-40),0,0.006422
A2,GLM,GFP+BF (top-40),0,0.673518
A2,GLM,GFP+BF (top-40),1,0.401482
A2,GLM,GFP+BF (top-40),0,0.09517
A2,GLM,GFP+BF (top-40),0,0.195215
A2,GLM,GFP+BF (top-40),0,0.30779
A2,GLM,GFP+BF (top-40),0,0.332474
A2,GLM,GFP+BF (top-40),0,0.132199
A2,GLM,GFP+BF (top-40),0,0.663832
A2,GLM,GFP+BF (top-40),0,0.59249
A2,GLM,GFP+BF (top-40),0,0.299796
A2,GLM,GFP+BF (top-40),0,0.107462
A2,GLM,GFP+BF (top-40),0,0.117426
A2,GLM,GFP+BF (top-40),0,0.652981
A2,GLM,GFP+BF (top-40),0,0.287847
A2,GLM,GFP+BF (top-40),0,0.030517
A2,GLM,GFP+BF (top-40),0,0.492103
A2,GLM,GFP+BF (top-40),1,0.624725
A2,GLM,GFP+BF (top-40),0,0.756733
A2,GLM,GFP+BF (top-40),0,0.336694
A2,GLM,GFP+BF (top-40),1,0.261446
A2,GLM,GFP+BF (top-40),0,0.862535
A2,GLM,GFP+BF (top-40),0,0.075451
A2,GLM,GFP+BF (top-40),0,0.184172
A2,GLM,GFP+BF (top-40),0,0.743991
A2,GLM,GFP+BF (top-40),0,0.181398
A2,GLM,GFP+BF (top-40),0,0.175555
A2,GLM,GFP+BF (top-40),0,0.833689
A2,GLM,GFP+BF (top-40),0,0.862587
A2,GLM,GFP+BF (top-40),0,0.147813
A2,GLM,GFP+BF (top-40),0,0.042244
A2,GLM,GFP+BF (top-40),0,0.160753
A2,GLM,GFP+BF (top-40),0,0.107215
A2,GLM,GFP+BF (top-40),0,0.118303
A2,GLM,GFP+BF (top-40),0,0.121631
A2,GLM,GFP+BF (top-40),1,0.524178
A2,GLM,GFP+BF (top-40),1,0.433204
A2,GLM,GFP+BF (top-40),0,0.359319
A2,GLM,GFP+BF (top-40),0,0.142906
A2,GLM,GFP+BF (top-40),0,0.023735
A2,GLM,GFP+BF (top-40),0,0.176957
A2,GLM,GFP+BF (top-40),0,0.165416
A2,GLM,GFP+BF (top-40),0,0.045731
A2,GLM,GFP+BF (top-40),0,0.320763
A2,GLM,GFP+BF (top-40),0,0.167524
